title,content,URL,image
강아지가 꼬리를 쫙 펴고 흔들지 않을 때,"[음악]
뭔가 주목하고 있죠
꼬리는 수평 이상으로 좀 들고는
있는데
곧게 딱 펴져 있죠 흔들지는 않죠
근데 긴장감이 있는 거예요 주목을
보일 때 보여주는
꼬리의 높이라고 보시면 돼요
벽에 뭐지
[음악]",https://www.youtube.com/watch?v=zrcWijvMmsE,https://i.ytimg.com/vi_webp/zrcWijvMmsE/maxresdefault.webp
우리 강아지 앉아-기다려 교육하기,"[음악]
[음악]
반려견들의 충동적인 행동을
감소시켜주는 교육인데요
짙고 보호자한테 무리한 요구를 하는
행동을 감소하면서
밖에서 산책을 하거나 밥 먹기 전에
편안하게 기다릴 줄 아는 매너있는
강아지로 성장할 수 있을 거예요네
지금 앉아 기다려 교육을 할 건데이
교육은 강아지가 앉아 있는 상태에서
기다리는 걸 가리키는 교육이에요
처음에
앉아 있는 상태로 만들어 주실 거구요
보상을
꼭 해주셔야 돼요 많은 분들이 안전은
너무 잘하니까 보상을 안 해주시고
다음 교육을 진행하시는데 이러면
강아지로 하여금 안 자라는게 점점
희미해져요 그래서
항상 해주실 때 강화를 시켜 주시는게
좋아요
기다려 교육은 가장 중요한게
보호자분이 욕심을 안 가지시는 거예요
그래서
처음에는 10cm 정도 앞에 떨어뜨려
주실 건데 이때 강아지가 이런 식으로
코를 대거나 하면
높이 들어주실 거예요 그러면서
강아지가 코를 닿는 순간 간식이 없어
하고 느낄 거고
코앞 10cm에서 해주고 잘 있어
많은 분들이 좀 더 기다려야지 쫀득
기다려야지 하시는데
처음 기다려 교육하실 때는 벌이
멀어졌을 때 가만히 있는 순간에만
간식을 주셔도 시간을 좀 늘리고 그
다음에 거리도 늘어나는 교육을 할
거니까 지금 처음에는 이렇게
천천히 해주시는게 좋아요 다섯 번만
할게요
옳지
기다리는 확실한 강아지의 상태는
보호자의 눈을 바라보는 거예요 그래서
이렇게
눈을 바라본다면 보상해지시고 두 번
더 할게요 10cm 앞에서
그
다음에는 시간을 좀 늘려 주실 거예요
이제는 10cm 떨어진 위치에서
5초를 기다릴 수 있는지 한번
교육을 해 볼게요 10cm 위치에서
5초 기다릴게요 1 2 이런
경우에는 손을 번쩍 들어주셔야 돼요
다시
[음악]
4번만 더 할게요
[음악]
지금
처음보다 저랑 눈 마주치는 시간이
되게 길어졌어요 지금 이해를 확실히
한 거 같아요
[음악]
이제는이 아이가 기다려야한 이해를 좀
한 거 같아요 그래서
핸드 시그널과 동시에 기다려라고 말로
입혀 줄게요
핸드 시그널 주실 땐 저처럼 이렇게
주먹을
쥐고 주셔도 되고 간식이 없는
경우에는 그냥 손바닥을 보여주셔도
돼요 다시 기다려
[음악]
기다려
3번만 더 할게요
기다려
[음악]
기다려
[음악]
이번 교육은 보호자 떨어지는
교육인데요
견식에 대한 유혹을 좀 이겼다면 이제
보호자가 일어나거나
점프하거나 뛰어다닌다거나 시계방향
단식의 방향으로 돌았을 때
강아지는
침착하고 안전하고 편안하게
앉아서 있는 상태를 유지시켜주는
교육이에요이 교육 또한 강아지가 앉아
있는 상태를
강화시켜 주셔야 해요
앉아
그리고 보호자분은 일어서
떨어졌다 바로 오실 거예요이
교육도 이제 너무
처음부터 오래 기다리는 행동을
강요하기보단 이렇게 떨어졌다가 다시
금방 온다는 거를 먼저 이해를 시켜
주셔야 합니다네 그래서이 교육을 다섯
번 해보겠습니다
[음악]
[음악]
지금이 아이는 침착하게 앉아서 기다릴
줄 아는데 보통
신나 있는 상태에 강아지라면 보호자가
일어나면 같이 일어날 수 있어요
그때는 초기화를 시켜 주셔서 다시
앉아 있는 상태 강화 뒤에 다시
기다리는 교육을 해주셔야 돼요 이렇게
반복적으로 하다 보면 보호자분이
무릎에 무리가 가실 수 있어요 그래서
이렇게 굳이 앉았다 일어났다 반복하는
것보다 이렇게 주시는 방법도 있어요
다 할게요
[음악]
이번에는 한 발자국 뒤로 갔으면
거리를 좀 늘려 볼 거예요 그래서 세
발자국 뒤로 갔다가 2초 기다리고
다시 와서 보상을 해줄게요
[음악]
기다려 교육에서는 모든 상황에서
강아지가 침착하게 기다려야 하기
때문에
방향도 바꿔보고 시간도 늘려보고
거리도
줄였다가 내렸다가
변수를 두시면서 해주시는게 좋아요
그래서 이쪽으로도
갔다가
[음악]
그러면 다시 와서
자
기다려
[음악]
기다려
아이
기다려
[음악]
지금 보면은 아이가 움찔움찔 하는
거를 보실 수 있어요 그래서 제일
중요한게 타이밍인데 이때 너무 욕심
같지 않고
욕심 같지 않고 2초 3초 5초
그리고 1분 2분 3분 5분 이렇게
시간을
점차 늘려 주시는게 중요해요
[음악]
이번에는 다양한 방향으로 해서 아이가
잘 기다렸다면 좀 동선을 크게 해서
시계방향 반시계 방향으로
돌아볼 거예요
아침
기다려
아 안 돼
[음악]
리셋하고
앉아
기다려
[음악]
이제 반시계 방향으로 돌게요
기다려
[음악]
잘했어이 아이는 지금 기다려 훈련이
처음이라서 보호자가 위치를 바꿨을 때
고개가 이렇게
막 돌아가요
근데이 훈련을 반복해서 하다보면
아이가
굳이 시선을 안 따라가도 그냥
차분하게 기다릴 수 있을 거예요
[음악]
이제는 이리와
교육이 이미 되어 있는 강아지라면
기다려 훈련과 같이 어떤 교육을 할
수 있는지 알려드릴게요
먼저
앉아있는 상태의 강아지를 보상해
주시고요
기다려
세발자국 뒤로 가실 거예요 3초
기다려 1 2 3
이렇게
연습을 해주시면
강아지가
리콜에 대한 교육도 되시구요 그
다음에 기다릴 수 있는 교육도 같이
강화가 되실 거예요
[음악]
[음악]",https://www.youtube.com/watch?v=j6HMGujBoP8,https://i.ytimg.com/vi_webp/j6HMGujBoP8/maxresdefault.webp
"강아지의 놀이 포즈, 플레이 바우","[음악]
자 이번에는 강아지 놀이포즈라고 한
거에 대해서 한번 살펴보겠습니다
플레이보우라고도 하는데요
꼬리를 흔들다가 앞다리를 전방으로
내밀고
혀도 내밀고요 입도 벌리고
귀는
조금 세웠다가 뒤로 갔다가
처음 만났을 때 상대방하고 이제
즐겁게 놀자라고 하는 표현인데요 근데
이런 놀이 과정을 살펴볼 때 이런
놀이 포즈를 취하면서 상대방을 살짝
살짝 깨물기도 하는데
언제쯤이 놀이 포즈
놀이 행동을 중단시킬까 중단하는
요령과 관련돼서 좀 알려드릴게요 첫
번째 공격 당하는 것처럼 보이는
강아지가
30초 이상 일방적으로 당하는 모습을
보인다든지 아니면 표적이 너무
공포스럽다든지 이때는 뭐 큰 소리로
악 하는 소리도 괜찮고 보호자께서
다가설 수 있으면 이제 그
바디시그널이라고 하는데요 중간에 탁
막아서서 주시기만 해도 이런 놀이는
중단되거든요 이런 상황에서는 적절하게
블록을 사용하셔서 이런 그 행동들을
차단해 주시는게 필요합니다 좀
특별하게 강아지는 다른 동물한테도
이런 놀이 포즈를 통해서 놀자고
표현을 많이 하거든요 소한테도
하고요
심지어는 야생에 있는 동물한테까지도
놀이 포즈를 하는 강아지들이 있어요
이런 것들을 보면
강아지는 우리 인간하고도 많이 비슷한
거 같아요 우리도 상대하고 뭔가
인사를 많이 하고 싶고 알고 싶어하는
굉장히 호기심이 많은
동물이잖아요 개역시도
호기심이 굉장히 많은 동물이라서 아마
신께서 아마 우리를 맺어주지 않았나
저는 이렇게 생각을 해요 그래서
여러분들 주변에 있는 강아지들을 항상
좀 다정하게 보살펴 주셨으면
좋겠습니다
[음악]",https://www.youtube.com/watch?v=vQ9q2_gUBjA&pp=0gcJCYUJAYcqIYzv,https://i.ytimg.com/vi/vQ9q2_gUBjA/maxresdefault.jpg
'이리와!' 하면 오는 매너있는 강아지로 양육해요,"[음악]
[음악]
이리와 교육은 강아지가 이제 유혹의
상황에 놓여 있을 때 예를 들어서
간식이 테이블 위에 놓여 있거나
강아지 파크에서
다른 친구들과 노는 상황에서 내
반려견이 내가 부르는 타이밍에 항상
올 것이라는 믿음을 좀 강화시켜 주실
수 있는 교육입니다 지금 이제
도와주실 분이 계신데요이 도와주실
분은
손에 간식을 쥔 상태로 강아지를
최선을 다해서 유혹을 해주실 거예요
그런 상태에서 보호자인 저는
멀리 떨어져 앉아서
간식을 소지하지 않은 채로 주스를
부를 거고요 짧게는 몇 초에서부터 몇
시간까지 걸릴 수도 있으니까 집에서
보호자님도 뭔가 즐길거리를 하시면서
같이 진행을 하시는게 반려견도
지루하지 않고 보호자도
흥미를 잃지 않는 유익한 교육 시간이
될 수 있을 것 같습니다
일로 와
안주려는
의지보다는 유혹한다는 꼬신다는 느낌을
많이 주셔야 돼요
줄 듯 말 듯 하지만 주지 않는
상황을 연출해 주시는게 중요합니다
키스
일로 와
듣지도 않아
이
교육은 되게 보호자님의 인내심이
굉장히 필요로 한 교육이에요 그래서이
교육은 반려견 혼자 판단하에 보호자로
와서
요구를 할 수 있게끔
기다려 주시는게 중요합니다 그래서
저는
기다려 볼게요
[음악]
제가
멀리 움직인다던가 자리를 옮긴다거나
아니면 이름을 부르는 행동을 해서
빨리 시간을 줄일 수 있어요 근데 그
행동을 하시려면
계속 꾸준히 반복을 해주셔야 돼요
그래서
기다리는 거 아니면 반복을 하는
교육에서 선택하셔서 보호자님께서
시간에
맞게 해주시면 될 것 같습니다
너무 잘 유혹해 주시고 계신
[음악]
반려견이 이렇게 왔을 땐 같이 이동을
해 주실 거예요 그리고
와서 보호자가 직접 간식을 꺼내서
주실 수 있도록 할게요
[음악]
지금 이리와 교육을 좀 더 반복을 한
뒤 거리를
넓혀주고
다른 장소에서
낯선 다른 사람과 이런 경우의 수를
조합하셔서 새로운 공간에서 교육을
꾸준히 반복적으로 해주시는게 좋습니다
다섯 번의 시도 중에 한 번을
시도했으니까 이제 두 번째 시도를
해보겠습니다 유혹해 주세요
그렇게 하고 내비 둘게요
난리 났어
듀스
자기가 이제 자발적으로 간식을 꺼내
먹거나
냄새를 맡아서 사람 음식을 쓰레기에
손을 댄다거나 이런 행동을이 교육을
통해서 좀 예방을 할 수 있습니다
테스트 일로 와
완전 정신병
침범벅이 됐어 이때 또 중요한 건
저렇게 도와주시는 분은
손을
엄청나게 침범벅을 해놓을 건데 그게
괜찮으신 분이어야만 해요 만약에
저렇게 강아지가 친근한 표시로만
핥고 할퀴고 하는데 아아 이러면서
조금 무서워하시거나 좀 거부반응이
있으신 분들을이 교육에 도움이 안
되기 때문에 그런 치매도 되게
호의적인
헬퍼 분을 구하시면 됩니다
이때 팁은 강아지가 지금은
백만번을 불러도 돌아보지 않을 거예요
이렇게 하다가 좀 지치거나 아니면 저
사람이 나한테 절대 주지 못하거나
내가 혼자서이 간식을 꺼낸다고 꺼내지
못한다고 판단을 했을 때
잠시 돌려서 주변을
볼 거거든요 그때 타이밍에 맞춰서
디스 1위와라고 해주시면 더욱 더
시간을 줄일 수 있어요
이
교육 같은 경우는 평상시에 아이가
다른데 집중을 하고 있거나 하실 때
꾸준히 연습을 해주시면 좋아요이
교육이 또 중요한게 강아지들은 자기가
먹고 싶은 거를 얻기 위해서
앞으로 계속 나가는 자의식을
쟁취하려고 행동을 하는데이 훈련 같은
경우는
간식을 먹기 위해서는
간식에 멀어져서 보호자한테 와야지만
간식을 먹을 수 있는 방법이거든요이
교육은
강아지가
흥분한 상태라든지 아니면 자기가 너무
좋아해서
하고 싶은
욕구를 거스르고 보호자에 대한
신뢰도와 그 다음에
애정관계를 조금
돈독하게 할 수 있습니다
[음악]
집에 다른 보호자분이라든지 가족
구성원이 없어서 이런 교육이
불가능하신 분 같은 경우는 이제
도구를 사용하셔서 하시면 돼요 그때
강아지가 올라와서 쉽게
닫지 못하는 가구나 의자를 이용하셔서
간식을 이렇게 올려 드시는 거예요
식탁에 음식 맛있는 음식 많이 놓여
있을 때 있잖아요 그때 강아지들이
음식을 꺼내 먹는 행동을 하는데이
훈련을 하시면 나중에 보호자가 준다는
신뢰감이 생기기 때문에이 교육을
해주시는게 너무 좋습니다
이리 와
이렇게 기다리시다가
강아지가 내 쪽을 조금 향해서 볼 때
디스 이리 와
[음악]
잘했어
잘했어 잘했어
[음악]",https://www.youtube.com/watch?v=vnk0Hw_k94Y,https://i.ytimg.com/vi/vnk0Hw_k94Y/maxresdefault.jpg
왜 강아지는 산책하면서 자꾸 소변을 보나요?,"[음악]
나무를
발견했네요 더워서 냄새 맡고 다리를
들고 오줌을 봤습니다 이런
행동은 산책하면서 마킹이라고 하는데요
다른
강아지의 정보를 읽고 나의 정보를
남긴다라는 의미고요 자신의 몸집을
최대한 크게 보일 목적으로
특히 다른 강아지가 마키한 곳이라면
가능한 한 힘껏 다리를 올려서 마킹을
합니다 보호자분께서 이제 마킹을 할
때마다 좀 기다려 준다는 거는 개한테
좀 다른
의미를 부여할 수가 있어요 마킹이라고
하는 거는 서열이 1 2위만 할 수
있는 거거든요 만약에 보호자 분께서
계속 기다려 주신다면 이거는 서열을
인정을 해주는 거예요 내가 이제
하위라는 거죠 이렇게 하지 않기
위해서는 보호자가 정한 곳에서만
마킹을 할 수 있도록 허락을 받고
마킹을 하도록 해주세요
계량생활하는 데서 가장 중요한 것은
주도 누가 지느냐거든요 이전만은 꼭
기억해 주세요 주도권은 항상 보호자가
쥐고 있어야 합니다
[음악]",https://www.youtube.com/watch?v=pkTsNGrFcdM,https://i.ytimg.com/vi/pkTsNGrFcdM/maxresdefault.jpg
우리 강아지가 침대에 오줌을 싸서 고민이에요,"[음악]
침대 위에 올라갔네요
냄새를 맡았고
쉬야를 했습니다
보호자의 침대에 오줌을지를 때이
행동의 의미는 뭘까요
이런 경우에는 좀 스트레스 받았을 때
하는 일들이 많은데요 가족 구성원
중에 누군가 없거나 없어졌거나 아니면
새로운 식구가 들어왔거나
며칠 동안 집에 혼자 있었을 경우에
이런 경우에 좀 불안해서 자기 냄새를
여러 곳에 이제 묻혀 놓거든요 저한테
조금 관심 좀 더 가져주실래요라고
하는
표현이거든요 보호자를 환하게 하려고
하는
행동이 아닙니다 결코 이런 행동을
보일 때는
스트레스가 원인이기 때문에
스트레스 원인을 찾아서 해결해 주시면
가장 좋겠죠 하지만 그 원인을 찾지
못할 때는
산책을 통해 가지고
에너지를 발산을 시켜 주시면 관심을
다른 데로 돌리는 거죠 이러면
대부분의 이런 문제들은 해결이 됩니다
사실은 보호자하고
강아지가 같은 침대에서 같이 잠자리를
공유한다는 것은 사실은 강아지와는
잠자리를 좀 구별해 주시는게 좋습니다
한번 마킹을 했던 이불을 빨더라도
그곳에다가 다시 또 마킹을 하게
되는데요 보호자하고
함께 잠자리를 했기 때문에 그렇습니다
왜냐하면 보호자
냄새는 나는데 자기 냄새가 나지 않기
때문에 그런 거예요
따라서 강아지와 잠자는 공간은 분리해
주시는게 좋습니다
[음악]
[음악]",https://www.youtube.com/watch?v=9C_dlK3etBE,https://i.ytimg.com/vi_webp/9C_dlK3etBE/maxresdefault.webp
우리 강아지 꼬리를 긴장감 없이 좌우로 흔들어요 #기분이좋아요 편,"[음악]
굉장히 사랑스럽네요
완전하게
90도로 세우진 않았고 지금 왔다갔다
하는 모습을 보이는데 폭이 굉장히
넓죠 꼬리에 힘은 그렇게 없어요
긴장감은 별로 없는 거예요
특히 이제 큰 대형견들인 경우에 특히
리트리버 같은 경우에는
꼬리에 흔들리는 폭이 굉장히 넓습니다
왜냐하면
리트리버 같은 경우에 좀 유화성이
굉장히
높은 품종이에요
애교가 너무 많다는 소리죠 기분 좋을
때 보여주는 모습이에요
꼬리 많은 드는게 아니라
엉덩이 전체 흔들리죠 더 심하게
흔들리는 경우도 있어요 거의 뭐
풍차가 돌아가는 것처럼 이런 경우에는
굉장히 기분이 좋다는 거예요 근데
이런 경우에 이런 의사 표현하고 있는
강아지라면 보호자분들도 정신없이 춤을
추셔도 좋겠습니다
[음악]",https://www.youtube.com/watch?v=yqflupcC8mQ,https://i.ytimg.com/vi_webp/yqflupcC8mQ/maxresdefault.webp
우리 강아지 꼬리가 축 처져 있어요,"[음악]
꼬리가 이제 힘없이 축 쳐져 있죠
거의 흔들지 않고 있습니다
낙담한 실망한 것처럼 보일 수도
있어요 기분이 별로 좋지 않을 때
이제 이렇죠
낙담을 하고 있는 거니까 카미시그널을
보낸 거거든요 그런 경우에는 하품을
좀 해주시면
크게 하품을 한번 해주시면
강아지 입장에서는 자기 카미시그널이
먹겠다라고 생각을 하기 때문에
금방 마음이 풀어져요 마지막한
목소리로 좀 안심을 시켜 주시는게
좋습니다
[음악]",https://www.youtube.com/watch?v=v-PhyNt1i1M,https://i.ytimg.com/vi_webp/v-PhyNt1i1M/maxresdefault.webp
우리 강아지와 '눈 마주치기'로 소통해요,"예
[음악]
으
[음악]
으
으
code
[음악]
강아지가 보호자의 눈을 자주 마주칠
수록 이제 보호자의 동의 라던지 이제
사무에 대한 이해를 설명을 해달라는
표현이기 때문에 이런 행동을 강화시켜
쓸 때 주위의 3만 하거나 이런
상황에서 보호자 뒤 집중을 함으로써
문제행동을 예방할 수 있는 가장 좋은
교육입니다
올바른 눈 마주치기 는 올바른 신뢰
관계 형성에 굉장히 도움을 주고
나중에 반려견이 뭔가 원하는게 있거나
요구사항이 있을 때 짓거나 문제
행동을 하는게 아닌 눈을 마주침
으로서 바꿔 보호자와 올바른 소통을
할 수 있게끔 유동하는 교육입니다
[음악]
으 안 신 상태에서 교육을 하실
건데요
간식은 2개를 준비를 해 주실 거에요
그래서 안수 상태에서 보상을 해
주시고 그 다음에 핸드 씩 언어로
눈을 마시게 유도를 해 주신 다음에
종양을 하나 해줄 건데 보여드릴게요
ds 아니다
[음악]
oo 아
으 he
보호자의 눈 여파가 간식을 달
짐으로써 어 점점 시선이 올라오게
되고
눈을 보는 순간 옳지 하면서 보상을
주실 거에요
오오오
이렇게 초 디아 상태를 계속
해주시는게 그전에 했었다 안 자라는
교육에 대해서 강화 대구 때 래 뽀뽀
상의할 수 있는 머리야 그래서 안장
안장 h
[음악]
어이 pc
응 월 씨미
시선에 지금 단식의 가 있다가 잠시
제 눈을 봤어요 불 때 보상을 해
주시면 됩니다
감삼동 했습니다
to store
[음악]
hw
잘 알구요
아닌가
a
[음악]
으
훨씬
앉아
exo-m 5
으 으
으
lee
으
[음악]
아 그 다음엔 핸드 시그널을 좀 줄여
주도록 할게요
그래서 그 전에는 눈까지 올렸다면
눈까지 올리다가 중간을 멈 칠 거예요
그래서 아이가 너의 눈을 청 옳지
눈을 쳐다 보는 순간에 보상을 해
주시는 겁니다
듀스 앉아
oie
으 아 아 아
이때 1점 기다려 주셔도 좋아요 의
핵심이
[음악]
으
앉아 앉아
이때 아이가 간식을 보는 손이 아니라
눈동자가 잠시 옆으로 와서 보잘 눈을
마주칠 때 그 순간에 옳지 하면서
보상을 해 주시는 거야
[음악]
보호자 분들은 집에서 이거를 하시고
시간이 많으신 이까 1 단계에서 5번
시도를 했을 때 완벽해 하지 못한다면
그 다음 단계는 좀 보려 해 주시고
아이한테 충분히 시간을 주시는게
앞으로의 교육을 위해서 훨씬 더 좋을
것 같아요
[음악]
핸드 씩 언어를 눈 위까지 에서
강아지한테 힌트를 크게 줬다면 지금의
올리다가 말 거예요
그리고 어
간식 지구 있는 손 또한 지로
숨기면서 이 손에 대한 간식 주는
손에 대한 규칙성을 좀 깨려 를
하거든요
[음악]
이때 아이가 간식 맛 간식을 좀 손을
손의 냄새를 맞추러 뒤로 간다거나
이러면 리 센서 라고 다시 처음부터
시작을 하셔야 해요
힘 수건을 지라 보세요
[음악]
으 he
here
[음악]
h
이제 그 전보다 제 눈을 바라보는 게
시간이 많이 텀이 줄었어요
그래서 탄력 받았을 때 많이 꾸준히
해주시면 좋아요
티켓
he
두번만 더 하고 다음 단계로 넘어
같아요
아
he
위치 이번 맞이 멀티 라라는 간식
이현송 을 안보고 간식이 있을 법한
손을 안보고 바로 제 눈을 따라서
움직였어요 그럴땐 홍천 칭찬을
해주시고 좀 쉬게 해 주신 다음에
다음 더 단계로 넘어가시면 됩니다
[음악]
이제 핸드 시그널 과 명령어를
조합해서 이제 명령어 눈이라는 다
단어만 듣고도 강아지가 반응을 할 수
있도록 교육을 하겠습니다
눈 으
으
10 작곡 좀 기다려 주셔야 세요
이때 기다리는 시간은 8초 를
넣으시면 안되고요 8초 가 넘었을
때는 다시 메쎄 시켜줘서 학습을
하시는게 좋습니다
는
[음악]
ooh ooh
핸드 식 언어를 지금 안 해줄 거에요
이 아이 같은 경우에는 눈 을
쳐다보는 걸 속도가 빨라 졌기 때문에
바로 하실 거고 난
[음악]
he 이때 아무리 기다려도 논을 절대
쳐다보지 않는 아이들이 있어요 그
때는 핸드 씨가 손을 사용해서 조금
도와 주시는 것도 도움이 됩니다
아니 자
[음악]
아
이러한
ipe
[음악]
4
는
hee
[음악]
눈 하지도 않았는데 이 아이는 계속
눈을 바라보고 있어요 이거는 이
아이가 눈을 쳐다 봤을 때 정말 좋은
일이 일어난다는 것을 확실히 알고
있다는 생 조 니까 보상 해 주셔도
됩니다 알리스 젤
[음악]
아
ero o ero
으
[음악]
아
으",https://www.youtube.com/watch?v=cVQAWNOqWVU,https://i.ytimg.com/vi/cVQAWNOqWVU/maxresdefault.jpg
우리 강아지가 눈을 깜빡이면서 나를 쳐다봐요 #나를쳐다봄편,"[음악]
아
아 아
사라 하고 마주 하고 있네요
음
눈을 좀 깜빡거리고 있죠 예 2 입을
살짝 벌리고 있고 누가봐도 이건 뭔가
원하고 있는 모습인 것 같아요 대부분
아는 지인들이 나보 자한테 이제 이런
어찌보면 애원하는 원하는 제 보습 뜰
보일 때 눈 모습인데요 이럴 때는 욕
안 시기에 든지 놀아 달라 그런지
원하는게 있겠죠 보호자 분께서 이걸
들어 주실 수 있으시면 그대로 해주면
좋은데 매번 들어줄 수가 없잖아요
가끔씩 무시하는 것도 좋은 방법이에요
매번 들어주는 보호자 분들이 계세요
자신이 키우는 강아지 한테 만약 에게
들어줄 수 없는 상황이 되면 그
아이는 실망감이 너무 거군요 굉장히
힘들어하는 경우도 있으니까 가끔씩
일부러라도 좀 무시를 해주시면 방법이
그 아이 아고 생활하는데 도움이 많이
되실겁니다
으 아
아",https://www.youtube.com/watch?v=w4xkJJlod5s,https://i.ytimg.com/vi_webp/w4xkJJlod5s/maxresdefault.webp
